instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_of_day
13099,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,31,152,183,Evening
13100,3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,17,71,88,Night
13101,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,6,24,30,Night
13102,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0.0,4,14,18,Night
13103,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,2,5,7,Night
13104,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0.0,0,7,7,Night
13105,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0.0,1,28,29,Night
13106,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0.0,3,130,133,Morning
13107,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0.0,27,316,343,Morning
13108,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,36,514,550,Morning
13109,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,47,246,293,Morning
13110,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,69,117,186,Morning
13111,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,107,137,244,Morning
13112,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,88,188,276,Afternoon
13113,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,129,181,310,Afternoon
13114,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,87,154,241,Afternoon
13115,3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,71,183,254,Afternoon
13116,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,109,324,433,Afternoon
13117,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,114,575,689,Afternoon
13118,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,96,511,607,Evening
13119,3,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,128,375,503,Evening
13120,3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,78,243,321,Evening
13121,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,91,232,323,Evening
13122,3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,63,162,225,Evening
13123,3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,32,99,131,Evening
13124,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,39,63,102,Night
13125,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,7,22,29,Night
13126,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,4,13,17,Night
13127,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,1,6,7,Night
13128,3,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,2,4,6,Night
13129,3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,4,31,35,Night
13130,3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,4,127,131,Morning
13131,3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,20,333,353,Morning
13132,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,28,557,585,Morning
13133,3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,55,249,304,Morning
13134,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,80,130,210,Morning
13135,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,92,141,233,Morning
13136,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,111,220,331,Afternoon
13137,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,99,194,293,Afternoon
13138,3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,91,184,275,Afternoon
13139,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,79,206,285,Afternoon
13140,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,69,300,369,Afternoon
13141,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,90,486,576,Afternoon
13142,3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,106,454,560,Evening
13143,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,112,306,418,Evening
13144,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,91,245,336,Evening
13145,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,77,223,300,Evening
13146,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,78,210,288,Evening
13147,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,27,137,164,Evening
13148,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115,150,Night
13149,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71,Night
13150,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,11,47,58,Night
13151,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,12,19,31,Night
13152,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,3,13,16,Night
13153,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,2,12,14,Night
13154,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,4,27,31,Morning
13155,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,8,63,71,Morning
13156,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,32,120,152,Morning
13157,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,69,187,256,Morning
13158,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,100,225,325,Morning
13159,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,122,245,367,Morning
13160,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,124,218,342,Afternoon
13161,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,116,244,360,Afternoon
13162,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,105,203,308,Afternoon
13163,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,113,193,306,Afternoon
13164,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,102,192,294,Afternoon
13165,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,103,176,279,Afternoon
13166,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,83,194,277,Evening
13167,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,68,219,287,Evening
13168,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,79,197,276,Evening
13169,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,51,150,201,Evening
13170,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,56,164,220,Evening
13171,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,34,114,148,Evening
13172,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,22,125,147,Night
13173,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,25,99,124,Night
13174,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,11,59,70,Night
13175,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,1,34,35,Night
13176,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,2,11,13,Night
13177,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0.0,1,5,6,Night
13178,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,5,16,21,Morning
13179,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0,19,33,52,Morning
13180,3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,35,95,130,Morning
13181,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,70,172,242,Morning
13182,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,85,234,319,Morning
13183,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,120,269,389,Morning
13184,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,105,271,376,Afternoon
13185,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,118,219,337,Afternoon
13186,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,77,235,312,Afternoon
13187,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,80,218,298,Afternoon
13188,3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,65,226,291,Afternoon
13189,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0.0,68,202,270,Afternoon
13190,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,54,199,253,Evening
13191,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,66,184,250,Evening
13192,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285,Evening
13193,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,58,149,207,Evening
13194,3,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,12,110,122,Evening
13195,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123,Evening
13196,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,6,33,39,Night
13197,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,5,13,18,Night
13198,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,1,4,5,Night
13199,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,0,5,5,Night
13200,3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,1,1,2,Night
13201,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,1,27,28,Night
13202,3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,6,86,92,Morning
13203,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,7,223,230,Morning
13204,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,26,429,455,Morning
13205,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,38,325,363,Morning
13206,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,58,117,175,Morning
13207,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,72,144,216,Morning
13208,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,61,205,266,Afternoon
13209,3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,67,188,255,Afternoon
13210,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,58,184,242,Afternoon
13211,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,66,214,280,Afternoon
13212,3,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,88,325,413,Afternoon
13213,3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,108,741,849,Afternoon
13214,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,82,790,872,Evening
13215,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,88,543,631,Evening
13216,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,69,378,447,Evening
13217,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,33,298,331,Evening
13218,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,35,189,224,Evening
13219,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,22,109,131,Evening
13220,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,16,53,69,Night
13221,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15,Night
13222,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16,Night
13223,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,0,3,3,Night
13224,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,0,4,4,Night
13225,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,3,39,42,Night
13226,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,4,183,187,Morning
13227,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,31,489,520,Morning
13228,3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,34,615,649,Morning
13229,3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,47,284,331,Morning
13230,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,56,134,190,Morning
13231,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,92,157,249,Morning
13232,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,69,203,272,Afternoon
13233,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,77,203,280,Afternoon
13234,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,71,171,242,Afternoon
13235,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,77,188,265,Afternoon
13236,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,89,346,435,Afternoon
13237,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,103,769,872,Afternoon
13238,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,70,749,819,Evening
13239,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,55,359,414,Evening
13240,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,9,75,84,Evening
13241,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,7,83,90,Evening
13242,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,14,125,139,Evening
13243,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,29,74,103,Evening
13244,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,6,38,44,Night
13245,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,3,11,14,Night
13246,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,0,5,5,Night
13247,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,0,5,5,Night
13248,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,1,6,7,Night
13249,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0.0,5,36,41,Night
13250,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,17,168,185,Morning
13251,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,26,471,497,Morning
13252,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,30,644,674,Morning
13253,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,30,298,328,Morning
13254,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195,Morning
13255,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,56,173,229,Morning
13256,3,1,7,12,0,3,1,2,0.78,0.697,0.43,0.0,69,223,292,Afternoon
13257,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,65,208,273,Afternoon
13258,3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,66,175,241,Afternoon
13259,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,56,220,276,Afternoon
13260,3,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.194,53,358,411,Afternoon
13261,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,90,740,830,Afternoon
13262,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,79,735,814,Evening
13263,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,73,560,633,Evening
13264,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,73,410,483,Evening
13265,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,69,322,391,Evening
13266,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,41,203,244,Evening
13267,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,20,132,152,Evening
13268,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,1,55,56,Night
13269,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,0,21,21,Night
13270,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,0,9,9,Night
13271,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,0,10,10,Night
13272,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,0,5,5,Night
13273,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,4,40,44,Night
13274,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,7,171,178,Morning
13275,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,32,480,512,Morning
13276,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,49,653,702,Morning
13277,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,42,285,327,Morning
13278,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,69,145,214,Morning
13279,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,49,166,215,Morning
13280,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,71,221,292,Afternoon
13281,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,52,225,277,Afternoon
13282,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,42,167,209,Afternoon
13283,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,63,208,271,Afternoon
13284,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,69,370,439,Afternoon
13285,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,91,704,795,Afternoon
13286,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,86,739,825,Evening
13287,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,97,532,629,Evening
13288,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,75,439,514,Evening
13289,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,44,329,373,Evening
13290,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,56,262,318,Evening
13291,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,33,178,211,Evening
13292,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,19,76,95,Night
13293,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,17,42,59,Night
13294,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,2,15,17,Night
13295,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,2,7,9,Night
13296,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,0,11,11,Night
13297,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,4,30,34,Night
13298,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,7,120,127,Morning
13299,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,27,353,380,Morning
13300,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,53,660,713,Morning
13301,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,70,344,414,Morning
13302,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,78,190,268,Morning
13303,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,68,220,288,Morning
13304,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,125,254,379,Afternoon
13305,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,100,274,374,Afternoon
13306,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,120,249,369,Afternoon
13307,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,92,261,353,Afternoon
13308,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,111,381,492,Afternoon
13309,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,138,697,835,Afternoon
13310,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,108,523,631,Evening
13311,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,103,385,488,Evening
13312,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,95,294,389,Evening
13313,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,76,223,299,Evening
13314,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,59,204,263,Evening
13315,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,37,175,212,Evening
13316,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,35,156,191,Night
13317,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,13,105,118,Night
13318,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,10,91,101,Night
13319,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,9,31,40,Night
13320,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,3,6,9,Night
13321,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,0,5,5,Night
13322,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,6,29,35,Morning
13323,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,7,41,48,Morning
13324,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,33,118,151,Morning
13325,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,82,200,282,Morning
13326,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,123,278,401,Morning
13327,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,143,296,439,Morning
13328,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,181,318,499,Afternoon
13329,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,219,372,591,Afternoon
13330,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363,632,Afternoon
13331,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,243,317,560,Afternoon
13332,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,226,340,566,Afternoon
13333,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,199,259,458,Afternoon
13334,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,108,243,351,Evening
13335,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,156,275,431,Evening
13336,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,101,255,356,Evening
13337,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,69,200,269,Evening
13338,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,65,160,225,Evening
13339,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,55,156,211,Evening
13340,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,40,147,187,Night
13341,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,49,119,168,Night
13342,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,29,86,115,Night
13343,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,15,42,57,Night
13344,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,8,11,19,Night
13345,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,2,7,9,Night
13346,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,6,9,15,Morning
13347,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,17,30,47,Morning
13348,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,37,96,133,Morning
13349,3,1,7,9,0,0,0,2,0.72,0.697,0.79,0.0,58,163,221,Morning
13350,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,141,241,382,Morning
13351,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,170,281,451,Morning
13352,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,153,336,489,Afternoon
13353,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,171,309,480,Afternoon
13354,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,162,314,476,Afternoon
13355,3,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,182,307,489,Afternoon
13356,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,152,343,495,Afternoon
13357,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,122,314,436,Afternoon
13358,3,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,84,228,312,Evening
13359,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,109,203,312,Evening
13360,3,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,95,199,294,Evening
13361,3,1,7,21,0,0,0,1,0.72,0.697,0.79,0.0896,59,164,223,Evening
13362,3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,34,96,130,Evening
13363,3,1,7,23,0,0,0,1,0.72,0.697,0.79,0.1343,25,66,91,Evening
13364,3,1,7,0,0,1,1,3,0.72,0.697,0.79,0.1045,11,32,43,Night
13365,3,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.194,1,10,11,Night
13366,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,4,11,15,Night
13367,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,2,4,6,Night
13368,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,1,11,12,Night
13369,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,10,40,50,Night
13370,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,8,132,140,Morning
13371,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,24,459,483,Morning
13372,3,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,48,619,667,Morning
13373,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,51,297,348,Morning
13374,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0.0,69,117,186,Morning
13375,3,1,7,11,0,1,1,1,0.84,0.803,0.53,0.2239,57,125,182,Morning
13376,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,79,158,237,Afternoon
13377,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,63,176,239,Afternoon
13378,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,53,159,212,Afternoon
13379,3,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,61,176,237,Afternoon
13380,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,77,309,386,Afternoon
13381,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,86,669,755,Afternoon
13382,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0.0,97,697,794,Evening
13383,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,92,503,595,Evening
13384,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,66,388,454,Evening
13385,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,45,283,328,Evening
13386,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,56,228,284,Evening
13387,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,27,139,166,Evening
13388,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,10,43,53,Night
13389,3,1,7,1,0,2,1,1,0.74,0.697,0.7,0.0,4,21,25,Night
13390,3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,1,6,7,Night
13391,3,1,7,3,0,2,1,1,0.72,0.6818,0.66,0.0,0,3,3,Night
13392,3,1,7,4,0,2,1,1,0.72,0.6818,0.62,0.0,0,7,7,Night
13393,3,1,7,5,0,2,1,1,0.68,0.6364,0.74,0.0896,7,31,38,Night
13394,3,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,16,197,213,Morning
13395,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0.0,26,500,526,Morning
